"datetime_id","date_id","date","hour","volume_of_ISSR","num_of_ISSR","floor","ceiling","south_id","north_id","south","north","west_id","east_id","west","east"
406,17,20200602,21,0.293758043758044,1826,35000,12500,1,112,18.6006426753887,58.1423078856658,1,150,-139.091699682873,-59.9728076851425
407,17,20200602,22,0.293275418275418,1823,35000,12500,1,112,19.4720286323011,58.1423078856658,1,150,-138.092366807926,-60.1039271581487
408,17,20200602,23,0.291666666666667,1813,35000,12500,1,112,19.4720286323011,58.1423078856658,1,150,-137.599449930316,-59.7076578866761
409,18,20200603,0,0.310971685971686,1933,35000,12500,1,112,19.5458138437263,58.1357574162836,1,150,-136.113730001368,-58.8405949526556
410,18,20200603,1,0.272361647361647,1693,37500,12500,1,112,19.1224465582904,58.1357574162836,1,150,-134.890489757499,-60.3177666213195
411,18,20200603,2,0.235842985842986,1466,37500,12500,1,112,19.1224465582904,58.1376284601851,1,150,-137.905109766136,-60.2095543050109
412,18,20200603,3,0.228603603603604,1421,35000,12500,1,112,19.328489546865,58.1335731172927,1,150,-138.072480318955,-61.0761497207748
413,18,20200603,4,0.267374517374517,1662,37500,12500,1,112,18.9227298867335,58.1310783906312,2,150,-138.072480318955,-59.1654162370374
414,18,20200603,5,0.277831402831403,1727,37500,12500,1,112,18.8357474352576,58.0768009230066,5,150,-137.560966565208,-59.0273038974404
415,18,20200603,6,0.284427284427284,1768,37500,12500,1,112,19.7114351039834,58.0633874224254,7,150,-136.534180406082,-59.6398820325567
416,18,20200603,7,0.239864864864865,1491,37500,17500,1,112,19.6971695913963,58.0487261219159,8,150,-136.018928374759,-61.7177504336005
417,18,20200603,8,0.229407979407979,1426,37500,12500,1,112,18.3404686628675,58.0487261219159,10,150,-134.984758786146,-61.5843199867806
418,18,20200603,9,0.204472329472329,1271,37500,17500,1,112,18.0850295358383,58.1423078856658,14,149,-132.604056824937,-63.8139957034482
419,18,20200603,10,0.218307593307593,1357,37500,17500,1,112,19.1897146814865,58.1419958432687,1,150,-136.986635952638,-62.9856312679595
420,18,20200603,11,0.181628056628057,1129,37500,17500,1,112,18.1435252030236,58.1376284601851,1,150,-136.986635952638,-58.9356097356499
421,18,20200603,12,0.195785070785071,1217,37500,12500,1,112,18.1435252030236,58.1404360350391,1,150,-139.255777141969,-57.883851423368
422,18,20200603,13,0.180501930501931,1122,37500,12500,1,112,17.7457150146765,58.1404360350391,1,150,-139.426941181713,-57.883851423368
423,18,20200603,14,0.183880308880309,1143,37500,17500,1,112,17.8096178663824,57.8865143530623,1,150,-139.599386073434,-61.5876554236303
424,18,20200603,15,0.197876447876448,1230,37500,12500,1,112,19.0311132518026,58.0633874224254,1,150,-139.599386073434,-64.4701658250217
425,18,20200603,16,0.149453024453024,929,35000,17500,1,112,19.6103209627162,58.0633874224254,1,150,-139.599386073434,-62.9856312679595
426,18,20200603,17,0.164092664092664,1020,35000,12500,1,112,19.5222487577118,58.0768009230066,1,150,-138.749834280303,-62.4244396584827
427,18,20200603,18,0.169240669240669,1052,37500,17500,1,112,19.5222487577118,58.0889666286379,1,150,-137.086776643715,-62.3098781493389
428,18,20200603,19,0.191602316602317,1191,37500,17500,1,112,19.497653445777,58.0889666286379,1,150,-137.067726148642,-64.3595997300516
429,18,20200603,20,0.216698841698842,1347,37500,17500,1,112,19.4720286323011,58.0633874224254,1,150,-139.599386073434,-62.5382163699116
430,18,20200603,21,0.25530888030888,1587,37500,17500,1,112,18.2920695027283,58.099884544133,1,150,-138.917237092034,-63.3133280171828
431,18,20200603,22,0.281209781209781,1748,37500,17500,1,112,17.9344848631679,58.099884544133,1,150,-138.917237092034,-63.8450905155621
432,18,20200603,23,0.262065637065637,1629,37500,17500,1,112,18.9227298867335,58.099884544133,1,150,-138.751436781341,-62.4745679064651
433,19,20200604,0,0.191763191763192,1192,37500,12500,1,112,18.964703057542,58.1095546740538,1,148,-139.426941181713,-61.7210613202274
434,19,20200604,1,0.157014157014157,976,37500,12500,1,112,18.9227298867335,58.1095546740538,1,150,-139.599386073434,-63.7401451788257
435,19,20200604,2,0.166023166023166,1032,37500,17500,1,112,18.9227298867335,58.0889666286379,1,150,-139.091699682873,-63.7401451788257
436,19,20200604,3,0.158301158301158,984,37500,12500,1,112,19.1131094606117,58.1048740166832,1,147,-139.091699682873,-63.5088735377825
437,19,20200604,4,0.156048906048906,970,37500,12500,1,112,19.6818687119895,57.7601700468631,1,145,-138.582727926834,-63.3871612430454
438,19,20200604,5,0.165540540540541,1029,37500,12500,1,112,18.8171507121337,58.1095546740538,1,149,-137.560966565208,-63.2645217802708
439,19,20200604,6,0.157175032175032,977,37500,12500,1,112,19.6481626789525,58.1095546740538,3,150,-135.502450945549,-64.1790804371093
440,19,20200604,7,0.157175032175032,977,37500,12500,1,112,19.6297585147742,58.1179770226324,1,150,-135.934535648705,-61.9783519892814
441,19,20200604,8,0.156692406692407,974,37500,12500,1,112,19.6297585147742,57.8101172752427,1,150,-136.081695729048,-63.1193637906096
442,19,20200604,9,0.157818532818533,981,37500,17500,1,112,18.9227298867335,58.1095546740538,1,150,-138.413652149518,-62.3791888177731
443,19,20200604,10,0.153314028314028,953,37500,17500,1,112,18.8797442520325,58.1357574162836,1,149,-137.560966565208,-63.3137956412256
444,19,20200604,11,0.166988416988417,1038,37500,17500,1,112,18.8797442520325,58.1357574162836,1,150,-137.048196563975,-63.3133280171828
445,19,20200604,12,0.182271557271557,1133,37500,17500,1,112,19.4841676475749,58.1357574162836,1,150,-137.048196563975,-63.5281575559365
446,19,20200604,13,0.210585585585586,1309,37500,17500,2,112,19.9316012194003,58.1251515937008,1,148,-137.048196563975,-64.5357721617615
447,19,20200604,14,0.204633204633205,1272,40000,12500,2,112,19.9316012194003,58.1357574162836,1,150,-139.599386073434,-63.4211015191215
448,19,20200604,15,0.209298584298584,1301,40000,12500,2,112,19.9089898979845,58.1391886729639,1,150,-139.599386073434,-63.3133280171828
449,19,20200604,16,0.180984555984556,1125,40000,17500,1,112,19.5898505939212,58.1413721623897,1,149,-139.599386073434,-64.0847900400751
450,19,20200604,17,0.18516731016731,1151,40000,12500,1,112,18.8797442520325,58.1423078856658,1,150,-139.599386073434,-63.6345031360892
451,19,20200604,18,0.19047619047619,1184,40000,17500,1,112,19.5683480101347,58.1423078856658,1,148,-139.599386073434,-66.7394714980744
452,19,20200604,19,0.194337194337194,1208,40000,17500,1,112,18.9103472157488,58.1423078856658,1,148,-139.599386073434,-65.4425711859354
453,19,20200604,20,0.184362934362934,1146,40000,17500,1,112,18.5506074384157,58.1423078856658,1,143,-139.255777141969,-70.6955989232415
454,19,20200604,21,0.223455598455598,1389,40000,17500,1,112,18.8894723656294,58.1423078856658,1,150,-139.091699682873,-63.2048299510321
455,19,20200604,22,0.242760617760618,1509,40000,17500,1,112,17.9954452122675,58.1423078856658,1,149,-137.560966565208,-65.0331711315754
456,19,20200604,23,0.227638352638353,1415,40000,17500,1,112,18.0554209843524,58.1423078856658,1,148,-138.749834280303,-64.2231759879322
457,20,20200605,0,0.18018018018018,1120,40000,17500,1,112,19.6297585147742,58.1423078856658,1,150,-138.749834280303,-65.4920206367974
458,20,20200605,1,0.171010296010296,1063,40000,17500,1,112,19.328489546865,58.1419958432687,1,147,-138.250443961117,-64.9297917408661
459,20,20200605,2,0.187097812097812,1163,40000,12500,1,112,19.2967046582106,58.1419958432687,1,146,-139.599386073434,-65.835687232625
460,20,20200605,3,0.19015444015444,1182,40000,12500,1,112,18.9605565472113,58.1404360350391,1,150,-138.749834280303,-63.6345031360892
461,20,20200605,4,0.188223938223938,1170,40000,12500,1,112,19.0579543691661,58.1404360350391,1,150,-139.599386073434,-63.6345031360892
462,20,20200605,5,0.184202059202059,1145,40000,17500,1,112,19.5898505939212,58.1404360350391,1,150,-139.599386073434,-64.3595997300516
463,20,20200605,6,0.209137709137709,1300,40000,12500,1,112,19.5898505939212,58.1404360350391,1,150,-139.599386073434,-65.3400576237422
464,20,20200605,7,0.21042471042471,1308,40000,12500,1,112,19.6103209627162,58.1423078856658,1,150,-139.255777141969,-65.3400576237422
465,20,20200605,8,0.20543758043758,1277,40000,12500,1,112,18.8357474352576,58.1419958432687,1,150,-139.426941181713,-62.5382163699116
466,20,20200605,9,0.256595881595882,1595,40000,17500,1,112,18.7447255391884,58.1357574162836,1,150,-139.599386073434,-58.4643045537759
467,20,20200605,10,0.301480051480051,1874,40000,17500,1,112,18.6496750792771,58.1391886729639,1,150,-139.599386073434,-58.320858100834
468,20,20200605,11,0.305341055341055,1898,40000,17500,1,112,18.6496750792771,58.1423078856658,1,150,-139.599386073434,-64.763885909509
469,20,20200605,12,0.328989703989704,2045,40000,12500,1,112,18.6006426753887,58.1391886729639,1,150,-139.599386073434,-63.4211015191215
470,20,20200605,13,0.347972972972973,2163,40000,12500,1,112,19.5222487577118,58.1391886729639,1,150,-139.426941181713,-63.7401451788257
471,20,20200605,14,0.367277992277992,2283,40000,12500,1,112,19.497653445777,58.1391886729639,1,148,-139.426941181713,-63.3579279881114
472,20,20200605,15,0.387226512226512,2407,40000,12500,1,112,19.270302321,58.1413721623897,1,150,-139.599386073434,-62.4244396584827
473,20,20200605,16,0.264478764478764,1644,40000,12500,1,112,19.4720286323011,58.1413721623897,2,150,-139.091699682873,-63.1341019559577
474,20,20200605,17,0.271396396396396,1687,40000,12500,1,112,19.4453750723824,58.1413721623897,2,148,-138.583199077762,-63.1341019559577
475,20,20200605,18,0.256595881595882,1595,40000,12500,1,112,19.4176935518634,58.1423078856658,1,150,-139.599386073434,-62.0783687006743
476,20,20200605,19,0.271557271557272,1688,40000,12500,1,112,19.3889848873582,58.1423078856658,1,150,-139.599386073434,-62.0783687006743
477,20,20200605,20,0.274774774774775,1708,40000,12500,1,112,17.8363365015541,58.1423078856658,1,150,-139.599386073434,-62.3098781493389
478,20,20200605,21,0.298584298584299,1856,40000,12500,1,112,19.0056625138832,58.1423078856658,1,150,-139.599386073434,-61.1192889719604
479,20,20200605,22,0.291827541827542,1814,40000,12500,1,112,18.7447255391884,58.1423078856658,1,150,-139.426941181713,-62.6512161617905
480,20,20200605,23,0.275579150579151,1713,40000,12500,1,112,17.9344848631679,58.1413721623897,5,150,-137.560966565208,-61.2251655122484
481,21,20200606,0,0.251769626769627,1565,40000,12500,1,112,18.3281297590413,58.1413721623897,4,150,-138.072480318955,-60.1039271581487
482,21,20200606,1,0.24034749034749,1494,40000,12500,1,112,17.8363365015541,58.1413721623897,3,150,-138.582727926834,-60.2340901730862
483,21,20200606,2,0.203346203346203,1264,40000,12500,1,112,18.4475345027633,58.1413721623897,7,150,-134.517598814556,-61.7220961081996
484,21,20200606,3,0.187419562419562,1165,40000,12500,1,112,18.5506074384157,58.1391886729639,7,150,-134.370329092306,-60.1039271581487
485,21,20200606,4,0.202863577863578,1261,40000,12500,1,112,18.5506074384157,58.1391886729639,6,150,-134.665942706427,-61.8436228762783
486,21,20200606,5,0.208172458172458,1294,40000,12500,1,112,18.6977031800644,58.1357574162836,7,150,-134.827905069968,-65.052463986101
487,21,20200606,6,0.209137709137709,1300,37500,12500,1,112,18.6496750792771,58.1310783906312,8,150,-136.018928374759,-65.1489362131447
488,21,20200606,7,0.214929214929215,1336,37500,12500,1,112,18.6006426753887,58.1310783906312,1,150,-136.534180406082,-64.3646003313139
489,21,20200606,8,0.214124839124839,1331,37500,10000,1,112,18.6006426753887,58.1251515937008,1,150,-137.048196563975,-66.081044554975
490,21,20200606,9,0.317084942084942,1971,40000,12500,1,112,18.6442572414306,58.1251515937008,6,150,-137.048196563975,-61.8436228762783
491,21,20200606,10,0.368082368082368,2288,40000,12500,1,112,18.7447255391884,58.1179770226324,7,150,-136.372007490789,-61.8436228762783
492,21,20200606,11,0.434202059202059,2699,40000,12500,1,112,18.2294228147771,58.1179770226324,16,150,-129.743510674243,-61.725015485792
493,21,20200606,12,0.460746460746461,2864,42500,12500,1,112,18.2854424140673,58.1095546740538,6,150,-133.429096589528,-61.4852890875331
494,21,20200606,13,0.49967824967825,3106,42500,12500,1,112,17.2354302681086,58.0633874224254,6,150,-133.291411329963,-61.4852890875331
495,21,20200606,14,0.550675675675676,3423,42500,15000,1,112,18.1580372475784,58.0889666286379,1,150,-132.818136724124,-61.3641526685005
496,21,20200606,15,0.571911196911197,3555,42500,15000,1,112,18.5833599855695,58.0633874224254,1,150,-133.064672736123,-61.4852890875331
497,21,20200606,16,0.403314028314028,2507,40000,12500,1,112,18.3404686628675,58.0487261219159,14,150,-130.11450666636,-61.6055737718907
498,21,20200606,17,0.364221364221364,2264,40000,12500,4,112,19.3625335835602,58.0156601009624,15,150,-129.372218929513,-62.2005939061954
499,21,20200606,18,0.375,2331,40000,12500,1,112,18.3944999017034,57.9972553706491,15,150,-129.372218929513,-61.725015485792
500,21,20200606,19,0.369047619047619,2294,40000,12500,4,112,19.3625335835602,57.9776028209053,16,150,-129.778162321067,-61.725015485792
501,21,20200606,20,0.356016731016731,2213,40000,12500,3,112,18.5241369179737,57.9567024475493,15,150,-130.409080425446,-62.1945238597409
502,21,20200606,21,0.454954954954955,2828,40000,10000,1,112,18.192553352168,57.9972553706491,11,150,-134.465862756176,-62.8907959723244
503,21,20200606,22,0.445785070785071,2771,40000,12500,2,112,18.192553352168,57.9972553706491,18,150,-128.1494216049,-62.1945238597409
504,21,20200606,23,0.429375804375804,2669,40000,10000,1,112,17.4803536966483,57.9972553706491,20,150,-128.1494216049,-61.725015485792
505,22,20200607,0,0.416505791505791,2589,40000,10000,1,112,17.4803536966483,57.9776028209053,20,150,-128.1494216049,-62.1945238597409
506,22,20200607,1,0.40990990990991,2548,40000,10000,1,112,17.4803536966483,57.9567024475493,20,150,-129.076870051827,-61.725015485792
507,22,20200607,2,0.356338481338481,2215,37500,12500,1,112,17.4803536966483,57.934554246944,17,150,-129.539211826491,-61.725015485792
508,22,20200607,3,0.341055341055341,2120,40000,12500,1,112,17.8096178663824,57.8865143530623,15,150,-130.276141831662,-61.4852890875331
509,22,20200607,4,0.319658944658945,1987,40000,12500,1,112,17.8096178663824,57.8865143530623,16,150,-130.174784202355,-61.6055737718907
510,22,20200607,5,0.310649935649936,1931,40000,12500,1,112,18.4726265282534,57.8606226566179,20,150,-129.605237930604,-61.6055737718907
511,22,20200607,6,0.285070785070785,1772,40000,12500,1,112,18.1144103611382,57.7124467302746,1,150,-139.085880276144,-61.242155631455
512,22,20200607,7,0.285070785070785,1772,40000,12500,1,112,18.4995708698639,57.8865143530623,19,150,-129.468037697323,-61.242155631455
513,22,20200607,8,0.267374517374517,1662,40000,10000,1,112,18.6442572414306,57.84720447774,18,150,-128.779329748622,-61.725015485792
514,22,20200607,9,0.373552123552124,2322,40000,12500,1,112,17.7457150146765,57.8737202928912,18,150,-129.427870872834,-60.9955435624645
515,22,20200607,10,0.422458172458172,2626,40000,12500,1,112,17.0901868724581,57.8989882745796,1,150,-130.132533329322,-62.6639170958325
516,22,20200607,11,0.440637065637066,2739,40000,12500,1,112,17.0901868724581,57.9230084233068,2,150,-130.800834522153,-61.6055737718907
517,22,20200607,12,0.437419562419562,2719,40000,12500,1,112,17.1632881457467,57.7904293516421,9,150,-131.183856301229,-62.3098781493389
518,22,20200607,13,0.453185328185328,2817,37500,12500,1,112,17.1632881457467,57.6266547109293,3,150,-131.183856301229,-63.9493458912448
519,22,20200607,14,0.423584298584299,2633,40000,12500,1,112,16.9411159079357,57.9230084233068,3,150,-130.658743605956,-64.6603636344723
520,22,20200607,15,0.358108108108108,2226,40000,15000,1,112,16.9411159079357,57.9230084233068,8,150,-131.70785913951,-64.6603636344723
521,22,20200607,16,0.21975546975547,1366,37500,17500,2,112,18.1026351783138,57.8194408299067,33,150,-121.360924102956,-64.4605035403812
522,22,20200607,17,0.188545688545689,1172,37500,17500,2,112,18.1026351783138,57.8194408299067,1,150,-134.932374458923,-61.9614044751178
523,22,20200607,18,0.232625482625483,1446,37500,12500,10,112,22.0423404033522,57.8989882745796,1,150,-135.2138126183,-62.4244396584827
524,22,20200607,19,0.170688545688546,1061,37500,12500,8,112,20.6855359914557,58.0702479761145,19,150,-130.272721381181,-60.9955435624645
525,22,20200607,20,0.136743886743887,850,37500,17500,10,112,22.0423404033522,58.1139204574075,16,150,-131.70785913951,-60.7453793553002
526,22,20200607,21,0.167310167310167,1040,37500,17500,6,112,20.5955830630021,58.1335731172927,16,150,-131.853718028341,-60.2340901730862
527,22,20200607,22,0.169401544401544,1053,40000,12500,5,112,20.1875991977735,58.1423078856658,17,150,-131.327837530953,-60.2340901730862
528,22,20200607,23,0.141731016731017,881,40000,17500,4,112,19.8265905242874,58.1423078856658,17,150,-131.040984959244,-61.3641526685005
529,23,20200608,0,0.092985842985843,578,40000,17500,3,112,19.4184182242965,58.1423078856658,19,150,-129.993430430009,-61.1192889719604
530,23,20200608,1,0.106338481338481,661,40000,17500,2,112,19.0579543691661,58.1423078856658,19,150,-129.993430430009,-60.9955435624645
531,23,20200608,2,0.120817245817246,751,40000,12500,6,112,20.8548110045713,58.1423078856658,5,150,-133.902923603564,-61.1192889719604
532,23,20200608,3,0.133848133848134,832,40000,17500,4,112,19.7790810632845,58.1357574162836,6,148,-133.291411329963,-65.0506961614814
533,23,20200608,4,0.13529601029601,841,37500,17500,3,112,19.4184182242965,57.2532530539324,1,136,-136.379113271023,-66.7101106914885
534,23,20200608,5,0.169401544401544,1053,37500,17500,1,112,18.6977031800644,57.1565516567398,1,150,-137.2969165223,-67.333473325774
535,23,20200608,6,0.203185328185328,1263,37500,12500,1,112,18.6977031800644,56.8929709662674,1,148,-135.643261182712,-64.0219139569043
536,23,20200608,7,0.229247104247104,1425,37500,17500,3,111,19.4184182242965,56.6487773179432,1,142,-135.934535648705,-63.3871612430454
537,23,20200608,8,0.200289575289575,1245,37500,17500,2,111,19.4657661852445,56.5935715645634,1,145,-135.934535648705,-63.0164194694565
538,23,20200608,9,0.169079794079794,1051,37500,12500,1,112,18.8797442520325,57.3889490279267,1,150,-137.930972415891,-63.5368978453578
539,23,20200608,10,0.194498069498069,1209,37500,12500,1,112,18.8357474352576,57.2997325806792,1,150,-137.930972415891,-61.0524213893957
540,23,20200608,11,0.157657657657658,980,37500,12500,1,112,18.8357474352576,57.2532530539324,1,150,-137.281008744078,-64.5358589700916
541,23,20200608,12,0.161518661518662,1004,37500,12500,1,112,18.8357474352576,57.1565516567398,1,150,-139.599386073434,-67.3763943887031
542,23,20200608,13,0.156209781209781,971,37500,12500,2,112,18.7112680032316,57.1063299082715,1,149,-139.599386073434,-59.1227377386665
543,23,20200608,14,0.187902187902188,1168,37500,12500,1,112,19.1952124912056,57.0548608847233,1,150,-139.426941181713,-59.1227377386665
544,23,20200608,15,0.209620334620335,1303,37500,12500,1,112,19.2300651440135,57.0021446628632,1,149,-139.426941181713,-59.9141203628313
545,23,20200608,16,0.074967824967825,466,35000,12500,1,112,18.2920695027283,57.54187092382,1,150,-139.599386073434,-68.3330575204275
546,23,20200608,17,0.0735199485199485,457,35000,12500,1,112,17.9344848631679,56.8365136811232,1,150,-138.749834280303,-68.4098353974541
547,23,20200608,18,0.0822072072072072,511,35000,12500,1,112,17.6808351779744,56.7788095775773,1,150,-138.917237092034,-59.4006125560861
548,23,20200608,19,0.0926640926640927,576,35000,12500,1,112,18.2608307057533,57.240251120681,1,150,-137.410459093705,-58.7479376159111
549,23,20200608,20,0.11036036036036,686,35000,12500,1,112,18.192553352168,57.2393153988489,1,150,-136.534180406082,-58.1763087493052
550,23,20200608,21,0.157496782496783,979,35000,12500,1,112,18.4475345027633,58.0702479761145,1,150,-139.426941181713,-58.9356097356499
551,23,20200608,22,0.15990990990991,994,35000,12500,1,112,18.8797442520325,58.0945797925457,1,150,-139.599386073434,-64.3595997300516
552,23,20200608,23,0.14993564993565,932,35000,12500,1,112,19.0032921405811,58.1048740166832,1,150,-138.582727926834,-66.081044554975
553,24,20200609,0,0.123552123552124,768,35000,12500,1,112,18.6442572414306,57.8989882745796,1,150,-137.560966565208,-66.3495993275263
554,24,20200609,1,0.131595881595882,818,35000,12500,1,112,18.3404686628675,56.9716737937491,1,150,-137.560966565208,-66.4380289946683
555,24,20200609,2,0.137870012870013,857,32500,12500,1,112,18.3944999017034,57.8194408299067,1,150,-136.018928374759,-67.1265594323027
556,24,20200609,3,0.138191763191763,859,32500,17500,1,112,18.2294228147771,57.9776028209053,1,150,-134.465862756176,-67.210331337958
557,24,20200609,4,0.161518661518662,1004,35000,17500,1,112,18.3404686628675,58.0409249698652,1,150,-133.945773906909,-66.161220314094
558,24,20200609,5,0.181467181467181,1128,35000,17500,1,112,18.3404686628675,57.9567024475493,1,150,-133.450438569459,-64.6603636344723
559,24,20200609,6,0.170849420849421,1062,32500,17500,1,112,18.1724115561674,57.6463406353781,1,150,-133.321007278909,-64.1558133148757
560,24,20200609,7,0.169240669240669,1052,32500,12500,1,112,18.2294228147771,57.9673052292313,1,150,-133.321007278909,-64.3954284844432
561,24,20200609,8,0.154118404118404,958,35000,12500,1,112,18.8797442520325,57.945780740678,1,150,-135.074366437288,-58.7479376159111
562,24,20200609,9,0.127734877734878,794,35000,12500,1,112,18.7447255391884,57.2735948373839,1,150,-138.413652149518,-58.320858100834
563,24,20200609,10,0.169723294723295,1055,35000,12500,1,112,18.4475345027633,56.9969399690187,1,150,-136.051315527654,-58.9356097356499
564,24,20200609,11,0.164736164736165,1024,35000,12500,1,112,18.6977031800644,56.8929709662674,1,150,-136.90576226679,-57.883851423368
565,24,20200609,12,0.172297297297297,1071,35000,12500,1,112,18.9103472157488,56.9969399690187,2,150,-137.738991688773,-58.4091662651654
566,24,20200609,13,0.180019305019305,1119,35000,12500,2,112,18.6994757538918,56.7920437974605,1,150,-138.413652149518,-65.4347180671062
567,24,20200609,14,0.174388674388674,1084,35000,20000,1,112,17.4803536966483,56.8571327096413,1,150,-139.091699682873,-65.6222660699201
568,24,20200609,15,0.158944658944659,988,37500,17500,1,112,17.4803536966483,58.1357574162836,1,150,-137.048196563975,-59.7443596227093
569,24,20200609,16,0.109073359073359,678,37500,17500,2,112,17.8363365015541,56.8571327096413,1,150,-135.426401435109,-58.8405949526556
570,24,20200609,17,0.107142857142857,666,37500,17500,1,112,17.8363365015541,56.9127548170998,3,150,-134.905165034068,-58.6978929976015
571,24,20200609,18,0.11534749034749,717,37500,17500,1,112,17.6149803341479,56.8581693664093,1,150,-136.379113271023,-58.5540876086507
572,24,20200609,19,0.12033462033462,748,37500,17500,1,112,17.8363365015541,56.3252080314434,1,150,-136.081695729048,-58.0306440629986
573,24,20200609,20,0.134813384813385,838,37500,17500,1,112,18.192553352168,56.9370841813258,1,150,-136.229884779112,-58.0306440629986
574,24,20200609,21,0.201415701415701,1252,37500,12500,1,112,18.192553352168,58.1357574162836,1,150,-136.229884779112,-58.0306440629986
575,24,20200609,22,0.209942084942085,1305,37500,12500,1,112,17.4803536966483,58.099884544133,1,150,-136.379113271023,-58.5540876086507
576,24,20200609,23,0.204311454311454,1270,37500,12500,2,112,17.9043751525299,58.099884544133,1,150,-136.986635952638,-58.5540876086507
577,25,20200610,0,0.192567567567568,1197,37500,12500,1,112,17.7457150146765,58.099884544133,1,150,-136.173184531846,-57.883851423368
578,25,20200610,1,0.200933075933076,1249,37500,12500,1,112,17.4803536966483,56.0062267798145,1,150,-135.355980271323,-57.883851423368
579,25,20200610,2,0.234073359073359,1455,37500,17500,1,112,17.4803536966483,58.1357574162836,1,150,-135.934535648705,-57.883851423368
580,25,20200610,3,0.244208494208494,1518,40000,12500,1,112,17.4803536966483,55.8020926703861,1,150,-136.229884779112,-57.883851423368
581,25,20200610,4,0.233590733590734,1452,40000,17500,1,112,17.4803536966483,57.8606226566179,1,150,-135.934535648705,-57.883851423368
582,25,20200610,5,0.244208494208494,1518,37500,12500,1,112,17.4803536966483,56.4064088455079,1,150,-135.643261182712,-57.883851423368
583,25,20200610,6,0.228442728442728,1420,37500,12500,1,112,17.4803536966483,57.2720083557414,1,150,-135.2138126183,-57.883851423368
584,25,20200610,7,0.208011583011583,1293,37500,12500,1,112,18.1026351783138,55.7637313560193,1,150,-134.610006938644,-57.883851423368
585,25,20200610,8,0.204311454311454,1270,37500,12500,1,112,17.4803536966483,57.5330757232902,1,150,-133.976781317293,-57.883851423368
586,25,20200610,9,0.227799227799228,1416,37500,12500,1,112,17.4803536966483,57.5330757232902,1,150,-133.580723340284,-58.4091662651654
587,25,20200610,10,0.253056628056628,1573,37500,12500,5,112,19.2624755094177,57.6351140460948,1,150,-133.450438569459,-57.883851423368
588,25,20200610,11,0.246621621621622,1533,32500,17500,3,112,19.9908039299498,58.0633874224254,1,150,-133.843886332559,-63.4211015191215
589,25,20200610,12,0.235842985842986,1466,32500,17500,3,112,19.6304591270585,57.8606226566179,1,150,-133.976781317293,-63.6345031360892
590,25,20200610,13,0.225225225225225,1400,35000,17500,1,112,17.4803536966483,57.7124467302746,1,150,-133.843886332559,-63.2048299510321
591,25,20200610,14,0.239543114543115,1489,35000,17500,1,112,17.4803536966483,57.7639490117016,1,150,-133.843886332559,-63.2048299510321
592,25,20200610,15,0.291023166023166,1809,35000,17500,1,112,17.4803536966483,57.5901564054174,1,150,-133.976781317293,-63.0956001295176
593,25,20200610,16,0.218629343629344,1359,35000,17500,2,112,18.7536956165456,57.5524103439099,1,150,-133.133428239022,-62.4244396584827
594,25,20200610,17,0.21975546975547,1366,35000,17500,1,110,18.3944999017034,57.3228820801562,1,150,-131.951338311876,-62.0783687006743
595,25,20200610,18,0.229890604890605,1429,37500,17500,1,111,18.3404686628675,57.4760202575925,2,150,-131.402470996305,-62.5492942017703
596,25,20200610,19,0.243564993564994,1514,37500,17500,1,112,18.2854424140673,57.7124467302746,3,150,-130.856118337153,-61.3576827798854
597,25,20200610,20,0.258365508365508,1606,37500,17500,1,112,18.3944999017034,57.9111582161458,3,150,-133.852672833996,-60.6189416682352
598,25,20200610,21,0.256274131274131,1593,37500,12500,1,112,17.4803536966483,57.8606226566179,1,150,-134.984758786146,-60.4915874480576
599,25,20200610,22,0.237773487773488,1478,37500,12500,1,112,17.4803536966483,57.8865143530623,2,150,-134.004226747888,-59.9728076851425
600,25,20200610,23,0.230694980694981,1434,37500,17500,1,112,17.4803536966483,58.1251515937008,1,150,-133.191125196163,-59.5736064555863
601,26,20200611,0,0.19481981981982,1211,37500,17500,1,112,18.964703057542,58.1310783906312,1,150,-135.643261182712,-60.9955435624645
602,26,20200611,1,0.167953667953668,1044,37500,17500,1,112,18.7907407495059,58.1310783906312,1,150,-132.561894488235,-60.3408950998834
603,26,20200611,2,0.180662805662806,1123,37500,17500,1,112,18.6977031800644,58.1251515937008,1,150,-133.640460342233,-60.3177666213195
604,26,20200611,3,0.155566280566281,967,35000,17500,1,112,18.4995708698639,58.1310783906312,1,150,-135.934535648705,-59.4006125560861
605,26,20200611,4,0.13996138996139,870,35000,17500,1,112,18.4475345027633,58.1357574162836,1,150,-136.229884779112,-59.6398820325567
606,26,20200611,5,0.147683397683398,918,35000,17500,1,112,18.4134302982249,57.8865143530623,1,150,-136.379113271023,-58.606660365148
607,26,20200611,6,0.149131274131274,927,35000,17500,1,112,18.4995708698639,58.1357574162836,1,150,-136.52939181426,-58.1763087493052
608,26,20200611,7,0.170688545688546,1061,35000,17500,1,112,18.7716637421877,58.1357574162836,1,150,-136.52939181426,-58.1763087493052
609,26,20200611,8,0.189671814671815,1179,35000,17500,1,112,19.7788967328587,58.1391886729639,1,150,-136.081695729048,-58.320858100834
610,26,20200611,9,0.240669240669241,1496,35000,17500,1,112,17.7457150146765,58.1423078856658,1,150,-137.067726148642,-58.0306440629986
611,26,20200611,10,0.257882882882883,1603,37500,17500,1,112,17.6808351779744,58.1423078856658,1,150,-136.721591057494,-57.883851423368
