"datetime_id","date_id","date","hour","volume_of_ISSR","num_of_ISSR","floor","ceiling","south_id","north_id","south","north","west_id","east_id","west","east"
24,1,20200517,23,0.246621621621622,1533,37500,17500,1,112,19.3889848873582,58.1419958432687,16,150,-130.580345928955,-63.6345031360892
25,2,20200518,0,0.252091377091377,1567,37500,17500,1,112,19.5458138437263,58.1391886729639,20,150,-125.871508217562,-59.0786470780261
26,2,20200518,1,0.249356499356499,1550,37500,17500,1,112,19.5222487577118,58.1310783906312,21,150,-125.123047468848,-58.4091662651654
27,2,20200518,2,0.228442728442728,1420,37500,17500,7,112,21.5675326123918,58.1095546740538,22,150,-125.644298028887,-57.883851423368
28,2,20200518,3,0.177767052767053,1105,35000,17500,3,112,20.0845226706277,58.0768009230066,24,150,-121.789417215355,-64.9553764557199
29,2,20200518,4,0.192245817245817,1195,37500,17500,2,111,19.4841676475749,57.7333780433076,23,150,-126.265998471268,-64.6569721392837
30,2,20200518,5,0.195785070785071,1217,37500,17500,1,112,19.0456070363918,58.0156601009624,23,150,-126.147883748833,-63.7158303176717
31,2,20200518,6,0.18452380952381,1147,37500,17500,2,112,19.5571843777017,57.9776028209053,24,150,-126.419398593588,-62.3098781493389
32,2,20200518,7,0.17454954954955,1085,37500,17500,3,111,18.1523357235231,57.3971285272327,1,150,-126.698914103843,-64.7593321932821
33,2,20200518,8,0.162001287001287,1007,37500,17500,2,110,17.1761414051576,57.377476011917,1,150,-126.973588751197,-64.560756116608
34,2,20200518,9,0.229890604890605,1429,37500,20000,1,111,19.2967046582106,57.8428713234965,22,150,-124.953451283008,-62.763446809377
35,2,20200518,10,0.25,1554,37500,15000,1,112,16.3894956093787,58.1357574162836,1,150,-128.274599479987,-62.6512161617905
36,2,20200518,11,0.260778635778636,1621,37500,15000,1,111,16.3894956093787,57.8428713234965,1,150,-126.947262301433,-62.6512161617905
37,2,20200518,12,0.311132561132561,1934,37500,15000,1,112,16.3894956093787,57.7124467302746,1,150,-128.508137264481,-62.6512161617905
38,2,20200518,13,0.369530244530245,2297,37500,15000,1,112,16.3894956093787,57.6444416553225,1,150,-129.691386859629,-63.4211015191215
39,2,20200518,14,0.398326898326898,2476,40000,15000,1,112,16.5518148467784,58.0633874224254,1,150,-139.599386073434,-63.2048299510321
40,2,20200518,15,0.405083655083655,2518,40000,15000,1,112,16.5518148467784,57.5047482377563,1,150,-139.599386073434,-63.2048299510321
41,2,20200518,16,0.243404118404118,1513,37500,17500,1,112,19.2638962002952,55.989159929554,1,148,-139.599386073434,-65.6304038416077
42,2,20200518,17,0.23536036036036,1463,37500,17500,2,112,19.5921570482406,56.0618140915987,1,150,-139.599386073434,-64.7593321932821
43,2,20200518,18,0.227638352638353,1415,37500,17500,1,112,19.3889848873582,58.1419958432687,1,150,-139.599386073434,-64.8576678170682
44,2,20200518,19,0.262870012870013,1634,37500,17500,6,112,18.235418352439,58.1423078856658,1,150,-139.426941181713,-57.883851423368
45,2,20200518,20,0.260456885456886,1619,37500,17500,1,112,17.1761414051576,57.661905241948,1,150,-139.255777141969,-57.883851423368
46,2,20200518,21,0.384330759330759,2389,40000,17500,1,112,17.1632881457467,58.1179770226324,1,150,-139.599386073434,-58.5540876086507
47,2,20200518,22,0.412805662805663,2566,40000,17500,1,112,17.7996228286766,58.0487261219159,1,150,-139.599386073434,-58.6978929976015
48,2,20200518,23,0.358912483912484,2231,40000,17500,1,112,18.1523357235231,58.1423078856658,1,150,-139.255777141969,-59.1654162370374
49,3,20200519,0,0.27992277992278,1740,40000,17500,1,112,18.1523357235231,58.1423078856658,1,150,-139.599386073434,-59.4385563501179
